transaction_id,user_id,amount,transaction_type,device_type,location,time_of_day,transaction_hour,is_international,previous_transactions,failed_transactions,account_age_days,is_fraud,Date,Transaction Platform
T00263,U646,90473.27,transfer,desktop,Kolkata,night,0,0,46,Yes,348,1,13/05/2023,Paypal
T00264,U945,207928.89,online,tablet,Dubai,night,2,1,181,Yes,331,1,09/10/2019,Paytm
T00265,U533,180904.61,POS,mobile,London,night,23,1,3,Yes,930,1,14/05/2025,BharatPe
T00266,U687,157069.12,ATM,mobile,Kolkata,morning,11,0,186,Yes,972,0,04/04/2022,BharatPe
T00267,U126,177545.91,POS,tablet,Dubai,night,0,1,19,Yes,91,1,01/04/2023,GPay
T00268,U676,111175.76,online,desktop,Kolkata,night,1,0,160,Yes,215,1,05/09/2024,Paypal
T00269,U463,53953.71,POS,mobile,London,afternoon,16,1,30,Yes,509,1,25/09/2025,Paytm
T00270,U512,26554.56,transfer,mobile,Kolkata,night,21,0,141,Yes,593,0,16/12/2021,PhonePe
T00271,U956,81729.69,online,mobile,New York,morning,5,1,7,Yes,723,0,09/03/2025,Paypal
T00272,U135,97949.15,ATM,tablet,Dubai,evening,20,1,109,Yes,707,0,27/05/2023,Paypal
T00273,U125,117798.46,online,mobile,Chennai,afternoon,15,0,26,Yes,151,1,01/02/2021,Paytm
T00274,U419,290421.86,POS,mobile,Mumbai,evening,17,0,45,Yes,676,0,04/07/2017,Paytm
T00275,U647,209911.17,POS,tablet,Bangalore,morning,5,0,159,Yes,318,0,22/02/2024,BharatPe
T00276,U758,199053.08,transfer,desktop,Kolkata,morning,6,0,172,Yes,330,0,11/06/2019,Paypal
T00277,U103,113168.58,online,tablet,London,night,1,1,150,Yes,77,1,07/02/2025,Paytm
T00278,U884,265229.49,POS,mobile,Bangalore,morning,10,0,79,Yes,675,1,01/10/2017,BharatPe
T00279,U983,228518.14,transfer,desktop,Kolkata,night,1,0,55,Yes,926,1,20/10/2018,Paytm
T00280,U565,248054.15,transfer,mobile,Chennai,afternoon,14,0,82,Yes,723,1,08/04/2018,Others
T00281,U232,69684.55,POS,mobile,Bangalore,morning,8,0,95,Yes,295,0,12/09/2025,Others
T00282,U869,99519.21,ATM,mobile,Bangalore,night,22,0,7,Yes,854,0,22/01/2025,BharatPe
T00283,U949,230127.38,ATM,desktop,London,evening,17,1,49,Yes,541,1,28/01/2025,GPay
T00284,U477,157561.19,online,mobile,Kolkata,evening,20,0,66,Yes,501,0,12/02/2018,Paypal
T00285,U578,94610.44,transfer,desktop,London,night,4,1,88,Yes,718,1,19/04/2023,PhonePe
T00286,U210,91233.07,POS,desktop,Kolkata,afternoon,16,0,45,Yes,170,0,03/12/2017,BharatPe
T00287,U195,232204.77,transfer,desktop,New York,night,2,1,147,Yes,677,1,16/05/2018,Paytm
T00288,U497,85794.31,transfer,desktop,Kolkata,morning,6,0,43,Yes,190,1,09/01/2020,Others
T00289,U287,172839.87,transfer,desktop,Chennai,evening,19,0,157,Yes,500,1,25/07/2017,Paytm
T00290,U817,15306.63,ATM,tablet,Chennai,afternoon,13,0,99,Yes,703,0,09/01/2024,Paypal
T00291,U997,34284.45,online,tablet,Kolkata,afternoon,14,0,73,No,295,0,22/12/2019,PhonePe
T00292,U925,48552.27,transfer,desktop,London,morning,9,1,166,Yes,242,0,04/03/2025,Paypal
T00293,U935,209669.88,POS,mobile,Bangalore,evening,20,0,109,No,577,0,22/09/2016,Paytm
T00294,U795,168102.43,ATM,tablet,Bangalore,morning,9,0,15,Yes,563,1,20/12/2024,GPay
T00295,U890,230399.25,online,tablet,Dubai,afternoon,16,1,34,No,464,1,09/02/2021,Others
T00296,U340,114665.94,ATM,mobile,Chennai,afternoon,14,0,147,No,751,0,11/10/2016,BharatPe
T00297,U676,234800.62,transfer,desktop,New York,night,0,1,162,No,901,1,08/06/2023,BharatPe
T00298,U863,155985.72,online,tablet,Dubai,morning,7,1,4,Yes,51,1,08/04/2023,Paytm
T00299,U876,165087.75,ATM,mobile,Kolkata,morning,6,0,63,Yes,595,0,13/05/2025,BharatPe
T00300,U150,136963.44,ATM,mobile,Dubai,night,21,1,151,Yes,745,1,03/09/2024,Paypal
T00301,U407,168430.19,transfer,desktop,Pune,night,23,0,12,Yes,327,0,17/11/2017,GPay
T00302,U251,84244.94,ATM,desktop,Mumbai,night,2,0,144,Yes,715,1,28/09/2023,BharatPe
T00303,U918,231737.02,POS,tablet,Singapore,afternoon,13,1,119,Yes,623,1,14/10/2022,PhonePe
T00304,U723,71835.52,ATM,mobile,Kolkata,morning,5,0,97,Yes,473,1,26/06/2016,PhonePe
T00305,U675,10570.31,ATM,mobile,Bangalore,morning,11,0,166,Yes,910,0,06/09/2021,Paytm
T00306,U572,46128.61,ATM,mobile,New York,night,4,1,14,Yes,163,0,18/11/2022,BharatPe
T00307,U253,266139.99,online,desktop,Delhi,morning,10,0,104,Yes,32,1,21/06/2019,Paytm
T00308,U404,184653.39,online,desktop,Delhi,night,21,0,110,Yes,771,1,23/06/2020,Paytm
T00309,U206,249262.85,POS,tablet,Delhi,morning,6,0,14,Yes,188,0,13/11/2016,Others
T00310,U442,248151.76,POS,desktop,Singapore,morning,10,1,183,No,900,1,14/06/2020,BharatPe
T00311,U731,58151.16,online,desktop,Kolkata,afternoon,12,0,3,Yes,176,0,20/04/2019,Paytm
T00312,U510,31193.63,POS,tablet,Kolkata,afternoon,16,0,43,Yes,963,0,14/08/2025,Paytm
T00313,U471,247612.88,online,desktop,Mumbai,afternoon,13,0,90,Yes,544,1,05/05/2017,BharatPe
T00314,U426,264810.94,POS,mobile,Chennai,morning,8,0,197,Yes,322,0,08/10/2024,PhonePe
T00315,U522,290670.86,transfer,mobile,Chennai,night,2,0,119,Yes,397,1,12/07/2023,PhonePe
T00316,U198,145690.93,ATM,desktop,Kolkata,night,4,0,161,Yes,979,0,26/08/2019,GPay
T00317,U673,92708.41,online,desktop,Dubai,morning,8,1,1,Yes,151,1,27/10/2022,BharatPe
T00318,U232,194497.23,online,desktop,New York,afternoon,16,1,126,Yes,528,1,17/05/2018,BharatPe
T00319,U867,212511.87,online,desktop,New York,afternoon,16,1,101,Yes,297,1,06/03/2019,GPay
T00320,U478,242540.47,transfer,desktop,Bangalore,evening,19,0,169,Yes,485,1,06/09/2016,Others
T00321,U498,126557.36,transfer,mobile,New York,night,23,1,196,Yes,487,1,26/05/2017,Paypal
T00322,U880,189473.65,ATM,tablet,Chennai,afternoon,16,0,62,Yes,245,1,29/07/2016,Others
T00323,U604,86826.17,ATM,tablet,Delhi,night,2,0,27,No,85,1,20/10/2023,Paytm
T00324,U383,26657.95,ATM,tablet,Delhi,evening,20,0,126,Yes,137,0,15/03/2025,GPay
T00325,U760,295503.63,ATM,tablet,London,afternoon,15,1,126,Yes,223,1,06/01/2019,PhonePe
T00326,U428,189856.87,transfer,tablet,New York,night,0,1,179,Yes,423,1,06/09/2020,BharatPe
T00327,U136,43349.39,transfer,desktop,Chennai,evening,20,0,45,Yes,463,0,05/09/2019,Paypal
T00328,U676,173361.15,online,mobile,London,afternoon,14,1,40,No,456,1,28/12/2018,Paypal
T00329,U655,211590.78,online,mobile,Bangalore,morning,10,0,55,Yes,168,0,04/02/2023,GPay
T00330,U817,55722.24,online,desktop,Singapore,afternoon,12,1,115,Yes,698,1,21/02/2022,PhonePe
T00331,U399,245127.41,online,mobile,Mumbai,morning,7,0,130,Yes,800,1,20/02/2016,GPay
T00332,U174,16283.37,ATM,desktop,Pune,afternoon,12,0,41,Yes,212,0,25/05/2019,BharatPe
T00333,U722,159183.31,transfer,desktop,New York,morning,7,1,153,Yes,277,1,24/03/2024,GPay
T00334,U502,24518.71,online,tablet,Dubai,morning,8,1,114,Yes,456,0,29/11/2021,GPay
T00335,U743,146779.22,POS,desktop,Delhi,afternoon,12,0,164,Yes,515,0,12/01/2016,Others
T00336,U584,217039.42,online,mobile,Dubai,evening,18,1,82,Yes,872,1,15/05/2019,Paytm
T00337,U876,45907.12,ATM,mobile,Kolkata,night,4,0,148,Yes,957,0,02/05/2020,GPay
T00338,U146,189662.01,ATM,mobile,Singapore,afternoon,15,1,183,Yes,389,1,01/10/2019,Others
T00339,U688,5246.66,POS,tablet,Mumbai,morning,10,0,106,Yes,92,0,18/03/2020,BharatPe
T00340,U564,91083.96,transfer,desktop,Mumbai,night,3,0,152,Yes,975,1,14/05/2016,Paytm
T00341,U263,139674.14,ATM,mobile,Dubai,morning,5,1,118,No,824,1,06/09/2018,GPay
T00342,U222,92754.93,ATM,mobile,London,afternoon,12,1,119,Yes,600,0,26/05/2018,BharatPe
T00343,U738,93173.82,ATM,mobile,Dubai,evening,18,1,49,Yes,150,0,25/09/2016,Paytm
T00344,U319,16174.65,transfer,mobile,Singapore,evening,18,1,152,Yes,844,0,12/09/2017,PhonePe
T00345,U428,35800.89,POS,tablet,London,morning,11,1,183,Yes,837,0,19/11/2024,Paytm
T00346,U362,278137.24,ATM,desktop,Mumbai,morning,5,0,6,Yes,595,0,19/01/2022,PhonePe
T00347,U818,17470.97,online,desktop,Pune,evening,20,0,74,No,399,0,27/07/2018,Others
T00348,U459,10194.82,online,mobile,Pune,evening,20,0,156,Yes,282,0,18/11/2024,GPay
T00349,U373,18724.5,online,tablet,Chennai,afternoon,15,0,168,Yes,921,0,08/02/2023,BharatPe
T00350,U543,77670.12,transfer,desktop,New York,night,4,1,95,Yes,682,0,01/10/2016,Paypal
T00351,U837,211093.04,ATM,desktop,Mumbai,night,2,0,87,Yes,279,0,06/10/2017,PhonePe
T00352,U725,87778.33,ATM,tablet,London,morning,9,1,136,Yes,945,1,31/07/2022,Paytm
T00353,U670,176851.7,ATM,mobile,Pune,night,21,0,19,Yes,679,1,12/08/2018,Paytm
T00354,U445,283392.17,transfer,tablet,Dubai,afternoon,14,1,5,Yes,754,1,06/08/2025,GPay
T00355,U182,84025.08,ATM,mobile,Chennai,morning,9,0,163,Yes,920,1,10/08/2023,Paytm
T00356,U606,93135.81,POS,tablet,Kolkata,night,22,0,152,Yes,113,0,01/01/2016,Paytm
T00357,U833,255483.08,online,desktop,Kolkata,morning,6,0,129,Yes,279,0,08/10/2018,Paypal
T00358,U849,139651.12,online,desktop,Mumbai,afternoon,15,0,116,Yes,192,0,21/09/2020,Paypal
T00359,U865,162481.94,POS,tablet,Chennai,morning,9,0,22,Yes,708,0,31/07/2025,Others
T00360,U379,215091.19,transfer,desktop,Chennai,morning,8,0,114,Yes,34,1,19/04/2019,Paytm
T00361,U455,147884.81,transfer,tablet,Pune,night,0,0,96,Yes,635,1,22/04/2022,Paypal
T00362,U724,169030.24,transfer,tablet,Chennai,morning,7,0,95,Yes,259,0,25/03/2023,Paypal
T00363,U792,88309.47,online,mobile,Kolkata,morning,6,0,94,Yes,208,1,19/01/2022,BharatPe
T00364,U214,196715.91,online,mobile,Singapore,night,0,1,124,Yes,748,1,27/07/2018,Others
T00365,U941,7705.01,POS,mobile,Chennai,night,1,0,171,Yes,714,0,17/03/2020,PhonePe
T00366,U659,32222.78,ATM,desktop,Mumbai,afternoon,16,0,19,Yes,165,0,03/09/2016,Paypal
T00367,U129,6606.35,POS,desktop,Singapore,night,0,1,115,No,739,0,05/06/2020,Others
T00368,U215,43165.01,online,mobile,Kolkata,evening,18,0,81,Yes,807,0,28/06/2022,Paypal
T00369,U188,82110.93,POS,desktop,Chennai,night,0,0,46,Yes,342,1,18/01/2024,Others
T00370,U626,145756.09,ATM,mobile,Pune,morning,11,0,7,Yes,64,1,11/06/2024,PhonePe
T00371,U580,81026.94,POS,desktop,Singapore,evening,17,1,130,Yes,610,1,15/10/2016,Paytm
T00372,U199,60202.33,online,desktop,New York,night,23,1,80,Yes,852,1,19/10/2025,Paytm
T00373,U243,207815.14,POS,desktop,Bangalore,night,21,0,38,Yes,996,1,22/05/2017,Paytm
T00374,U165,271418.52,transfer,desktop,London,night,22,1,70,Yes,670,1,08/10/2017,PhonePe
T00375,U499,123013.03,POS,mobile,Pune,evening,18,0,196,Yes,577,0,08/08/2019,PhonePe
T00376,U697,4308.9,transfer,tablet,Delhi,evening,17,0,107,Yes,384,0,24/09/2025,Others
T00377,U526,15454.63,transfer,tablet,Dubai,morning,10,1,193,Yes,424,0,17/09/2019,BharatPe
T00378,U594,252346.7,ATM,desktop,Mumbai,afternoon,16,0,151,No,719,0,20/11/2019,PhonePe
T00379,U896,289850.57,ATM,mobile,Delhi,morning,6,0,7,Yes,915,1,02/11/2019,Paytm
T00380,U158,188151.22,transfer,tablet,Bangalore,morning,10,0,144,Yes,681,1,20/09/2024,BharatPe
T00381,U703,227752.8,online,desktop,Pune,night,22,0,101,Yes,222,1,20/01/2024,Paytm
T00382,U554,169670.81,transfer,mobile,Delhi,night,21,0,83,No,165,0,23/06/2021,Others
T00383,U220,34238.21,online,desktop,New York,night,4,1,118,Yes,591,0,11/03/2024,Others
T00384,U941,129383.05,online,desktop,Kolkata,morning,10,0,20,Yes,723,1,14/12/2019,BharatPe
T00385,U695,261663.01,online,mobile,Chennai,morning,5,0,14,Yes,787,1,17/04/2019,GPay
T00386,U129,74157.62,ATM,tablet,Kolkata,morning,10,0,23,Yes,582,0,19/06/2018,Paypal
T00387,U226,111184.48,transfer,mobile,Kolkata,night,2,0,142,Yes,383,1,16/05/2016,BharatPe
T00388,U652,15690.47,ATM,tablet,Pune,evening,17,0,97,Yes,834,0,25/03/2016,GPay
T00389,U615,298679.41,online,desktop,Mumbai,afternoon,14,0,173,Yes,237,0,23/11/2018,Others
T00390,U582,200039.29,online,tablet,Chennai,night,22,0,157,Yes,934,0,11/08/2024,BharatPe
T00391,U734,53039.89,POS,mobile,Pune,morning,7,0,63,Yes,507,0,10/04/2020,Paypal
T00392,U188,177355.56,POS,desktop,Mumbai,morning,7,0,26,Yes,210,1,09/08/2021,Paypal
T00393,U168,125218.4,ATM,desktop,Delhi,afternoon,12,0,12,Yes,660,1,16/01/2016,Paytm
T00394,U127,157104.74,POS,desktop,London,night,0,1,73,Yes,271,1,30/01/2020,BharatPe
T00395,U925,218584.76,online,tablet,Delhi,afternoon,15,0,157,Yes,610,1,15/09/2016,Others
T00396,U329,34599.84,transfer,desktop,Kolkata,morning,5,0,43,Yes,653,0,24/09/2022,BharatPe
T00397,U879,112194.08,transfer,tablet,Kolkata,night,0,0,78,Yes,224,1,13/10/2023,Others
T00398,U127,74226.72,transfer,tablet,Mumbai,evening,18,0,82,Yes,604,0,25/02/2025,Paypal
T00399,U900,99852.07,ATM,tablet,Singapore,morning,9,1,122,Yes,431,1,31/03/2018,Paytm
T00400,U692,262056.51,online,mobile,New York,morning,8,1,57,Yes,815,1,25/04/2016,Paypal
T00401,U982,135452.65,POS,tablet,London,night,0,1,172,Yes,840,1,04/09/2018,Others
T00402,U837,167766.89,POS,desktop,Bangalore,morning,8,0,44,Yes,846,1,06/12/2022,Paytm
T00403,U237,160099.5,ATM,tablet,Mumbai,morning,5,0,89,Yes,840,1,17/09/2017,GPay
T00404,U444,4699.61,transfer,mobile,Bangalore,afternoon,14,0,72,Yes,579,0,18/01/2024,Paytm
T00405,U391,39040.77,online,mobile,Chennai,night,21,0,30,No,990,0,04/07/2016,Paypal
T00406,U165,231026.16,online,mobile,Singapore,afternoon,16,1,128,Yes,402,1,04/03/2021,Paytm
T00407,U170,58417.7,online,mobile,London,night,2,1,174,Yes,376,1,02/03/2017,PhonePe
T00408,U978,133829.16,online,desktop,Singapore,afternoon,14,1,159,Yes,607,1,13/04/2016,BharatPe
T00409,U338,250342.94,online,tablet,Chennai,night,3,0,172,Yes,47,1,05/10/2025,Others
T00410,U948,95558.52,POS,tablet,New York,morning,6,1,8,Yes,668,1,17/09/2018,Paytm
T00411,U607,287719.13,online,tablet,Kolkata,morning,8,0,148,Yes,662,0,20/03/2022,PhonePe
T00412,U644,9469.61,online,desktop,Chennai,morning,11,0,8,Yes,906,0,26/06/2023,PhonePe
T00413,U400,77310.39,online,mobile,Mumbai,afternoon,13,0,97,Yes,421,0,31/10/2019,Paytm
T00414,U135,57597.68,ATM,desktop,Dubai,afternoon,16,1,196,Yes,596,0,14/02/2019,Others
T00415,U364,154021.74,ATM,desktop,Bangalore,night,4,0,163,Yes,253,0,29/01/2021,BharatPe
T00416,U923,81183.34,POS,tablet,Chennai,morning,5,0,48,Yes,621,0,14/10/2023,Paytm
T00417,U282,192689.88,online,mobile,Bangalore,night,23,0,109,Yes,196,1,07/07/2017,Paypal
T00418,U205,233647.52,online,tablet,Dubai,morning,10,1,152,Yes,621,1,07/05/2021,Paytm
T00419,U314,132316.01,POS,tablet,Chennai,afternoon,13,0,171,Yes,946,0,27/04/2018,PhonePe
T00420,U454,228411.85,ATM,mobile,London,evening,20,1,160,Yes,584,1,18/12/2017,GPay
T00421,U322,291381.04,POS,desktop,Bangalore,morning,6,0,73,Yes,392,1,05/01/2023,GPay
T00422,U317,137466.02,transfer,desktop,Chennai,afternoon,12,0,100,Yes,238,1,30/01/2021,Others
T00423,U913,166133.19,online,tablet,Bangalore,evening,18,0,98,Yes,718,1,02/12/2021,Others
T00424,U373,25860.14,ATM,tablet,Bangalore,afternoon,12,0,162,Yes,61,0,01/02/2023,Others
T00425,U361,26749.37,online,mobile,Dubai,night,21,1,160,Yes,428,0,10/09/2019,BharatPe
T00426,U593,152691.07,POS,mobile,Chennai,night,1,0,113,Yes,937,1,08/10/2018,Paytm
T00427,U494,100951.67,POS,mobile,Delhi,evening,17,0,160,Yes,384,1,16/06/2017,GPay
T00428,U919,275237.66,ATM,tablet,Kolkata,night,22,0,164,Yes,637,1,23/03/2017,GPay
T00429,U483,253014.24,transfer,mobile,Chennai,morning,9,0,36,Yes,279,1,07/09/2017,Others
T00430,U651,245380.24,transfer,tablet,New York,afternoon,16,1,155,No,874,1,23/09/2024,Paypal
T00431,U303,177881.43,POS,mobile,Delhi,morning,6,0,114,Yes,793,0,04/10/2024,PhonePe
T00432,U410,103047.81,POS,tablet,London,night,0,1,157,Yes,600,1,05/09/2018,BharatPe
T00433,U706,58791.37,transfer,tablet,London,evening,17,1,75,Yes,645,1,16/04/2023,BharatPe
T00434,U207,53455.47,transfer,mobile,Pune,morning,11,0,120,Yes,381,1,17/05/2020,GPay
T00435,U340,73626.2,ATM,mobile,Delhi,evening,20,0,86,Yes,134,0,20/03/2022,BharatPe
T00436,U940,116517.05,transfer,mobile,Dubai,evening,20,1,28,Yes,255,1,18/03/2020,BharatPe
T00437,U437,116849.26,ATM,mobile,Bangalore,morning,8,0,186,Yes,929,0,16/06/2018,GPay
T00438,U779,59990.1,online,mobile,Delhi,night,2,0,173,Yes,808,0,05/12/2025,PhonePe
T00439,U475,160097.02,ATM,desktop,Dubai,night,0,1,128,Yes,337,1,18/03/2022,Others
T00440,U669,72003.16,online,desktop,Dubai,evening,18,1,158,Yes,320,1,15/02/2024,Paytm
T00441,U894,97330.21,transfer,tablet,Dubai,night,22,1,178,Yes,196,1,01/02/2022,BharatPe
T00442,U970,180452.48,transfer,tablet,London,night,0,1,81,No,442,1,10/12/2016,BharatPe
T00443,U524,181.41,online,desktop,New York,night,22,1,17,No,789,0,20/12/2023,Paypal
T00444,U760,55143.5,ATM,tablet,London,afternoon,13,1,74,Yes,984,0,11/09/2024,PhonePe
T00445,U867,57624.56,transfer,desktop,Chennai,morning,9,0,85,Yes,931,0,02/08/2018,Paytm
T00446,U692,205823.81,transfer,mobile,Bangalore,night,2,0,90,No,471,1,15/02/2024,PhonePe
T00447,U788,279076.83,ATM,tablet,Chennai,night,21,0,86,Yes,273,0,17/04/2025,PhonePe
T00448,U486,290792.39,POS,mobile,Bangalore,afternoon,16,0,167,Yes,360,1,06/09/2018,Others
T00449,U470,30086.29,POS,mobile,Dubai,night,3,1,49,No,269,0,03/04/2025,Paytm
T00450,U912,368.06,ATM,mobile,Kolkata,night,1,0,33,Yes,243,0,02/12/2019,PhonePe
T00451,U384,201640.76,ATM,tablet,Delhi,morning,11,0,130,Yes,777,0,28/05/2022,PhonePe
T00452,U874,198921.27,ATM,tablet,Kolkata,afternoon,15,0,30,Yes,382,0,04/09/2024,PhonePe
T00453,U275,77942.23,POS,desktop,Singapore,night,23,1,44,Yes,351,1,23/09/2023,Others
T00454,U572,124622.88,transfer,desktop,New York,morning,6,1,4,Yes,209,1,14/06/2024,BharatPe
T00455,U354,106103.25,online,tablet,Dubai,afternoon,13,1,40,Yes,234,1,29/06/2019,BharatPe
T00456,U456,96566.47,online,desktop,Kolkata,night,1,0,151,Yes,115,1,12/10/2016,Others
T00457,U634,14708.18,ATM,desktop,Kolkata,afternoon,13,0,74,Yes,694,0,23/10/2023,Paytm
T00458,U515,109760.69,transfer,desktop,Kolkata,evening,19,0,81,Yes,754,1,07/05/2024,PhonePe
T00459,U545,146216.93,online,mobile,Dubai,morning,10,1,167,Yes,433,1,05/09/2025,Others
T00460,U426,21248.8,online,mobile,Singapore,evening,19,1,113,Yes,605,0,02/07/2022,PhonePe
T00461,U151,144584.68,POS,desktop,Pune,evening,18,0,55,Yes,603,1,08/07/2023,PhonePe
T00462,U683,58994.18,transfer,tablet,Dubai,evening,18,1,75,Yes,284,1,18/08/2024,Others
T00463,U244,163957.06,online,mobile,London,morning,8,1,36,Yes,662,1,07/12/2021,Others
T00464,U669,296436.7,online,mobile,Chennai,night,23,0,174,Yes,992,1,21/12/2024,Paytm
T00465,U683,130834.2,ATM,tablet,Delhi,afternoon,13,0,110,Yes,535,1,10/06/2022,Paytm
T00466,U798,51463.63,POS,tablet,Dubai,evening,20,1,191,Yes,384,1,11/09/2024,PhonePe
T00467,U632,52644.89,online,mobile,Pune,afternoon,14,0,95,Yes,263,0,23/01/2021,PhonePe
T00468,U212,236493.17,online,desktop,Dubai,night,4,1,159,Yes,268,1,10/03/2020,Others
T00469,U888,298659.38,transfer,mobile,Pune,morning,8,0,101,No,186,0,03/04/2021,BharatPe
T00470,U577,115959.55,POS,mobile,Delhi,night,22,0,107,Yes,463,1,01/08/2019,Paypal
T00471,U490,175435.66,POS,tablet,London,morning,10,1,34,Yes,145,1,18/03/2020,GPay
T00472,U178,228419.4,POS,tablet,Chennai,night,4,0,125,Yes,520,1,29/03/2020,BharatPe
T00473,U947,7152.22,ATM,tablet,Chennai,afternoon,15,0,103,Yes,651,0,12/06/2024,Paytm
T00474,U649,70374.32,POS,mobile,Delhi,morning,9,0,147,Yes,87,1,24/07/2017,Others
T00475,U206,19535.92,ATM,desktop,Singapore,afternoon,13,1,61,Yes,828,0,23/08/2021,PhonePe
T00476,U254,294309.93,online,tablet,Kolkata,morning,7,0,36,Yes,387,1,29/11/2022,BharatPe
T00477,U193,229301.94,transfer,tablet,New York,evening,20,1,29,Yes,816,1,15/05/2025,GPay
T00478,U995,200303.54,online,mobile,Dubai,afternoon,16,1,177,Yes,576,1,15/07/2025,Paytm
T00479,U116,181180.33,online,desktop,Delhi,night,23,0,28,Yes,420,1,11/09/2023,Paypal
T00480,U240,53369.22,online,tablet,Chennai,night,4,0,42,Yes,44,0,01/08/2019,PhonePe
T00481,U208,88757.77,POS,desktop,Singapore,morning,8,1,68,Yes,719,1,29/09/2016,BharatPe
T00482,U734,153965.66,ATM,desktop,Delhi,night,2,0,175,Yes,512,0,19/04/2016,Paypal
T00483,U565,93839.31,online,desktop,Kolkata,night,23,0,108,No,94,0,18/12/2016,GPay
T00484,U840,54078.77,transfer,mobile,Kolkata,afternoon,13,0,27,Yes,136,1,27/06/2018,GPay
T00485,U164,264818.64,transfer,tablet,Chennai,morning,8,0,21,No,337,0,08/10/2022,GPay
T00486,U832,57439.73,ATM,mobile,Kolkata,evening,19,0,88,Yes,555,1,06/09/2017,Paypal
T00487,U860,173186.82,ATM,desktop,Pune,night,3,0,146,Yes,669,0,07/12/2025,GPay
T00488,U696,226541.9,POS,mobile,Dubai,morning,10,1,72,Yes,860,1,24/12/2021,BharatPe
T00489,U743,81282.88,ATM,tablet,Mumbai,afternoon,15,0,90,Yes,706,1,05/07/2017,PhonePe
T00490,U324,82123.27,ATM,desktop,London,afternoon,12,1,132,No,228,0,02/07/2025,Paypal
T00491,U113,204375.04,POS,desktop,Singapore,night,0,1,12,Yes,62,1,29/09/2021,GPay
T00492,U855,4806.1,transfer,tablet,Chennai,afternoon,15,0,80,Yes,303,0,01/03/2018,Paytm
T00493,U587,213533.5,ATM,tablet,Bangalore,morning,5,0,87,Yes,657,1,18/09/2023,PhonePe
T00494,U382,49079.35,ATM,desktop,Chennai,night,0,0,121,Yes,801,0,15/10/2023,BharatPe
T00495,U304,994.31,ATM,desktop,Mumbai,morning,11,0,157,Yes,53,0,21/08/2021,BharatPe
T00496,U777,128420.97,online,mobile,Delhi,night,23,0,12,Yes,925,0,16/05/2023,Paytm
T00497,U399,150357.64,transfer,desktop,Mumbai,afternoon,14,0,15,Yes,640,0,06/06/2022,GPay
T00498,U929,74101.06,POS,tablet,Delhi,morning,6,0,103,Yes,549,0,11/02/2018,Others
T00499,U209,127532.35,POS,tablet,Pune,evening,17,0,7,Yes,488,1,14/04/2024,PhonePe
T00500,U397,228966.17,ATM,tablet,Mumbai,night,23,0,96,Yes,158,1,10/05/2025,Paytm
T00501,U949,279457.4,ATM,tablet,Dubai,afternoon,13,1,116,Yes,239,1,13/09/2023,PhonePe
T00502,U974,167427.58,transfer,tablet,Mumbai,night,0,0,89,Yes,387,1,10/08/2024,Others
T00503,U184,284320.61,POS,tablet,Singapore,night,1,1,25,Yes,984,1,25/01/2024,GPay
T00504,U246,266668.94,POS,desktop,London,evening,17,1,166,Yes,346,1,01/12/2017,GPay
T00505,U363,299022.01,POS,desktop,New York,morning,10,1,117,Yes,110,1,10/02/2023,Paypal
T00506,U966,142802.22,online,tablet,London,night,22,1,135,Yes,597,1,27/03/2019,BharatPe
T00507,U852,206519.76,online,tablet,Mumbai,evening,18,0,38,Yes,870,1,22/04/2019,Others
T00508,U140,7545.74,POS,mobile,London,night,23,1,53,Yes,131,0,06/03/2020,GPay
T00509,U849,85822.46,online,tablet,Bangalore,night,1,0,165,Yes,618,1,24/09/2016,Paytm
T00510,U897,50333.23,ATM,mobile,Kolkata,night,1,0,94,Yes,128,0,23/10/2018,BharatPe
T00511,U640,206997.22,POS,desktop,Delhi,night,3,0,104,Yes,774,1,16/06/2017,PhonePe
T00512,U999,58409.66,POS,mobile,Chennai,night,2,0,142,Yes,994,1,25/01/2020,Paypal
T00513,U769,77333.84,transfer,desktop,New York,morning,6,1,93,Yes,887,0,23/03/2017,GPay
T00514,U176,55080.94,ATM,mobile,Singapore,morning,7,1,129,Yes,928,1,26/06/2022,GPay
T00515,U392,263146.71,online,tablet,Pune,morning,6,0,107,Yes,820,1,02/05/2018,Others
T00516,U353,68686.78,transfer,mobile,Kolkata,morning,8,0,142,No,598,0,18/10/2021,GPay
T00517,U319,144690.89,transfer,tablet,Pune,night,3,0,92,Yes,544,1,26/07/2018,PhonePe
T00518,U609,191601.93,POS,mobile,Chennai,morning,8,0,47,Yes,698,1,12/07/2017,PhonePe
T00519,U307,38415.32,POS,tablet,Dubai,night,22,1,94,No,447,0,18/12/2019,Others
T00520,U224,129012.67,ATM,mobile,Chennai,night,2,0,146,Yes,830,0,25/12/2024,PhonePe
T00521,U926,235010.04,POS,mobile,Dubai,night,23,1,8,Yes,891,1,08/04/2022,Paypal
